,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,log10padj,category
ENSRNOG00000053456,628.8636809,-0.020589036,0.096018309,-0.214428225,0.830213133,0.929160718,0.031909159,Insignficant/Low
ENSRNOG00000039861,304.80532,-0.034297679,0.15987223,-0.214531808,0.830132365,0.929160718,0.031909159,Insignficant/Low
ENSRNOG00000001117,178.3380482,0.034721271,0.16183706,0.214544624,0.830122372,0.929160718,0.031909159,Insignficant/Low
ENSRNOG00000011310,441.1796544,0.111971079,0.522467094,0.214312212,0.830303595,0.929181311,0.031899534,Insignficant/Low
ENSRNOG00000056184,98.19920479,0.038928866,0.181747889,0.214191573,0.830397667,0.92921811,0.031882335,Insignficant/Low
ENSRNOG00000029956,242.8212152,0.032226982,0.150890999,0.213577897,0.830876237,0.929685127,0.031664117,Insignficant/Low
ENSRNOG00000048310,88.47692026,0.041590025,0.195179,0.213086578,0.831259433,0.929829126,0.031596854,Insignficant/Low
ENSRNOG00000053708,6.291742134,-0.158691053,0.745506643,-0.212863366,0.831433537,0.929829126,0.031596854,Insignficant/Low
ENSRNOG00000010277,1004.850597,0.019023426,0.08934792,0.212914031,0.831394018,0.929829126,0.031596854,Insignficant/Low
ENSRNOG00000014340,268.7493301,0.030299756,0.142311351,0.212911733,0.831395811,0.929829126,0.031596854,Insignficant/Low
ENSRNOG00000003183,66.63667591,-0.054680499,0.256479097,-0.213196709,0.831173535,0.929829126,0.031596854,Insignficant/Low
ENSRNOG00000013851,656.7832889,0.04293608,0.201524406,0.213056476,0.831282912,0.929829126,0.031596854,Insignficant/Low
ENSRNOG00000054625,205.7834502,-0.027402445,0.128483216,-0.213276454,0.831111338,0.929829126,0.031596854,Insignficant/Low
ENSRNOG00000042899,63.61555984,-0.054756375,0.259122172,-0.211314896,0.83264156,0.930196153,0.031425461,Insignficant/Low
ENSRNOG00000017837,216.8841444,0.031458975,0.149005854,0.211125768,0.832789133,0.930196153,0.031425461,Insignficant/Low
ENSRNOG00000061146,158.5007232,-0.043662938,0.206343006,-0.211603673,0.832416244,0.930196153,0.031425461,Insignficant/Low
ENSRNOG00000061046,159.0054015,0.044482589,0.210682418,0.211135741,0.832781351,0.930196153,0.031425461,Insignficant/Low
ENSRNOG00000015097,1815.68306,0.015242391,0.072170962,0.211198384,0.832732472,0.930196153,0.031425461,Insignficant/Low
ENSRNOG00000006002,344.9550944,0.030369152,0.143584542,0.211507115,0.832491581,0.930196153,0.031425461,Insignficant/Low
ENSRNOG00000026124,31.37292114,-0.085403862,0.40455066,-0.211107952,0.832803035,0.930196153,0.031425461,Insignficant/Low
ENSRNOG00000030880,192.2275535,0.050772123,0.239089556,0.212356089,0.831829241,0.930196153,0.031425461,Insignficant/Low
ENSRNOG00000026344,9.907444469,0.102498306,0.484373558,0.211610037,0.832411279,0.930196153,0.031425461,Insignficant/Low
ENSRNOG00000010800,2292.241608,-0.016343488,0.077151991,-0.211834948,0.832235803,0.930196153,0.031425461,Insignficant/Low
ENSRNOG00000026821,31.02462879,-0.061065432,0.288257504,-0.211843337,0.832229258,0.930196153,0.031425461,Insignficant/Low
ENSRNOG00000002270,2695.498247,-0.022353351,0.105812379,-0.211254593,0.832688613,0.930196153,0.031425461,Insignficant/Low
ENSRNOG00000003476,14.29250169,0.09928711,0.469504329,0.211472193,0.832518828,0.930196153,0.031425461,Insignficant/Low
ENSRNOG00000048980,263.5304928,-0.048751254,0.230144636,-0.211828766,0.832240626,0.930196153,0.031425461,Insignficant/Low
ENSRNOG00000012751,2609.450601,-0.02394274,0.113082633,-0.211727821,0.832319382,0.930196153,0.031425461,Insignficant/Low
ENSRNOG00000060680,21.72482523,-0.099409161,0.468808727,-0.212046312,0.832070904,0.930196153,0.031425461,Insignficant/Low
ENSRNOG00000030954,5909.48097,-0.039503794,0.18696484,-0.211289961,0.832661016,0.930196153,0.031425461,Insignficant/Low
ENSRNOG00000047137,1782.052213,-0.016631184,0.079156048,-0.210106291,0.833584715,0.930384939,0.031337328,Insignficant/Low
ENSRNOG00000008020,14.60096194,-0.11610648,0.551501257,-0.210528043,0.833255567,0.930384939,0.031337328,Insignficant/Low
ENSRNOG00000005624,1159.160769,-0.018748726,0.089108289,-0.210403834,0.8333525,0.930384939,0.031337328,Insignficant/Low
ENSRNOG00000005610,1994.185899,-0.01498163,0.07127885,-0.210183392,0.833524541,0.930384939,0.031337328,Insignficant/Low
ENSRNOG00000032429,27.77983174,-0.072927401,0.346257754,-0.210615935,0.833186977,0.930384939,0.031337328,Insignficant/Low
ENSRNOG00000026783,83.43499149,0.04112781,0.195607085,0.210257263,0.833466889,0.930384939,0.031337328,Insignficant/Low
ENSRNOG00000024954,138.2522255,0.125872049,0.598742562,0.210227328,0.833490251,0.930384939,0.031337328,Insignficant/Low
ENSRNOG00000010296,36.37126984,0.071076907,0.337803195,0.21040922,0.833348297,0.930384939,0.031337328,Insignficant/Low
ENSRNOG00000001585,705.6670333,-0.026907674,0.128035947,-0.210157183,0.833544996,0.930384939,0.031337328,Insignficant/Low
ENSRNOG00000001642,2316.464096,0.019456996,0.09254591,0.210241557,0.833479147,0.930384939,0.031337328,Insignficant/Low
ENSRNOG00000060626,343.4558422,-0.024419843,0.116298451,-0.209975655,0.833686674,0.930430355,0.031316129,Insignficant/Low
ENSRNOG00000017864,1073.727514,0.027478768,0.131145591,0.209528724,0.834035515,0.930624445,0.031225544,Insignficant/Low
ENSRNOG00000009163,479.9648228,0.027788954,0.132577026,0.209606107,0.833975113,0.930624445,0.031225544,Insignficant/Low
ENSRNOG00000017852,2618.876116,0.016825657,0.080306764,0.209517303,0.834044429,0.930624445,0.031225544,Insignficant/Low
ENSRNOG00000026215,13.02751323,-0.1060694,0.507401505,-0.209044316,0.834413644,0.930899618,0.031097148,Insignficant/Low
ENSRNOG00000019643,523.6335735,0.025440402,0.121655519,0.209118357,0.834355845,0.930899618,0.031097148,Insignficant/Low
ENSRNOG00000021234,73.34227063,0.058003563,0.277582369,0.208959825,0.834479601,0.930904813,0.031094724,Insignficant/Low
ENSRNOG00000019127,372.2900403,0.029625063,0.142025777,0.208589337,0.834768836,0.931015205,0.031043226,Insignficant/Low
ENSRNOG00000009078,785.2217917,0.019507309,0.093515576,0.208599575,0.834760842,0.931015205,0.031043226,Insignficant/Low
ENSRNOG00000031213,872.0819526,-0.025555441,0.122439451,-0.208719008,0.8346676,0.931015205,0.031043226,Insignficant/Low
ENSRNOG00000009470,624.0027416,-0.028628162,0.137292856,-0.208518949,0.834823789,0.931015205,0.031043226,Insignficant/Low
ENSRNOG00000054414,34.33512753,0.068155368,0.327376984,0.208186193,0.835083589,0.931236553,0.030939985,Insignficant/Low
ENSRNOG00000016530,2206.708244,-0.01885564,0.090715688,-0.207854231,0.835342787,0.931261992,0.030928122,Insignficant/Low
ENSRNOG00000034102,868.8976063,-0.027906542,0.13426753,-0.207842821,0.835351696,0.931261992,0.030928122,Insignficant/Low
ENSRNOG00000056476,35.8017276,-0.061154719,0.294173462,-0.207886592,0.835317518,0.931261992,0.030928122,Insignficant/Low
ENSRNOG00000057186,568.258447,0.019753314,0.094999764,0.207930139,0.835283516,0.931261992,0.030928122,Insignficant/Low
ENSRNOG00000011451,1173.611947,0.024802077,0.119437617,0.207657163,0.835496667,0.931355237,0.030884639,Insignficant/Low
ENSRNOG00000042478,325.1369594,0.040711447,0.196363241,0.207327229,0.835754311,0.931505685,0.03081449,Insignficant/Low
ENSRNOG00000010659,356.6249871,0.029717448,0.143307558,0.20736832,0.835722222,0.931505685,0.03081449,Insignficant/Low
ENSRNOG00000048028,297.1541742,-0.029984024,0.144953457,-0.206852767,0.836124845,0.931713523,0.030717601,Insignficant/Low
ENSRNOG00000007657,541.9376604,0.082887726,0.400597962,0.206910005,0.836080143,0.931713523,0.030717601,Insignficant/Low
ENSRNOG00000006699,7.789169386,-0.144792427,0.69972639,-0.206927206,0.836066709,0.931713523,0.030717601,Insignficant/Low
ENSRNOG00000022710,13.15547314,-0.115884193,0.560877844,-0.206612178,0.836312749,0.931755664,0.030697959,Insignficant/Low
ENSRNOG00000037919,895.7876162,0.073637498,0.356615127,0.206490113,0.836408087,0.931755664,0.030697959,Insignficant/Low
ENSRNOG00000011700,305.2092434,-0.053832179,0.26063706,-0.20654077,0.836368522,0.931755664,0.030697959,Insignficant/Low
ENSRNOG00000000048,1722.796598,-0.020122744,0.097378793,-0.206644012,0.836287885,0.931755664,0.030697959,Insignficant/Low
ENSRNOG00000017030,1797.402825,-0.014866202,0.07213837,-0.206078983,0.836729216,0.931778136,0.030687485,Insignficant/Low
ENSRNOG00000008600,28.11091009,0.076770675,0.372798504,0.205930748,0.836845007,0.931778136,0.030687485,Insignficant/Low
ENSRNOG00000057085,12.19550594,0.115781625,0.562307729,0.205904381,0.836865603,0.931778136,0.030687485,Insignficant/Low
ENSRNOG00000007648,2370.212134,-0.013552948,0.065802265,-0.205964764,0.836818436,0.931778136,0.030687485,Insignficant/Low
ENSRNOG00000006235,739.9705189,-0.027882818,0.135439455,-0.205869243,0.836893051,0.931778136,0.030687485,Insignficant/Low
ENSRNOG00000000230,304.9161036,0.024592405,0.119322076,0.206101045,0.836711983,0.931778136,0.030687485,Insignficant/Low
ENSRNOG00000046698,1527.532118,-0.017990814,0.087403686,-0.20583587,0.836919121,0.931778136,0.030687485,Insignficant/Low
ENSRNOG00000030109,202.4253343,-0.043729857,0.212198911,-0.206079553,0.83672877,0.931778136,0.030687485,Insignficant/Low
ENSRNOG00000006353,912.4386884,-0.024080889,0.117038652,-0.205751593,0.836984956,0.93178312,0.030685162,Insignficant/Low
ENSRNOG00000013949,2385.291963,0.016715202,0.081314554,0.205562243,0.837132874,0.931844646,0.030656486,Insignficant/Low
ENSRNOG00000024728,116.2941004,-0.03963349,0.192841413,-0.205523747,0.837162947,0.931844646,0.030656486,Insignficant/Low
ENSRNOG00000017426,1906.645059,0.022067232,0.107413057,0.205442735,0.837226234,0.931846789,0.030655487,Insignficant/Low
ENSRNOG00000013721,214.1205742,0.02455309,0.11977679,0.20499038,0.837579641,0.932171816,0.030504032,Insignficant/Low
ENSRNOG00000022732,397.9587478,-0.023493908,0.114714033,-0.20480413,0.83772516,0.932197134,0.030492237,Insignficant/Low
ENSRNOG00000013255,1532.031586,0.02193168,0.107048716,0.204875691,0.837669248,0.932197134,0.030492237,Insignficant/Low
ENSRNOG00000012292,590.0628061,0.023369188,0.114198482,0.204636594,0.837856062,0.932274484,0.030456202,Insignficant/Low
ENSRNOG00000051585,6.232871465,-0.128575479,0.628578528,-0.204549588,0.837924045,0.932281819,0.030452785,Insignficant/Low
ENSRNOG00000059407,19.55331488,0.078057205,0.382428971,0.204109026,0.838268301,0.932498282,0.03035196,Insignficant/Low
ENSRNOG00000000042,540.2838294,0.042215434,0.206816151,0.204120584,0.838259269,0.932498282,0.03035196,Insignficant/Low
ENSRNOG00000009225,20.92362512,0.086778557,0.425249878,0.20406486,0.838302814,0.932498282,0.03035196,Insignficant/Low
ENSRNOG00000016272,1739.747504,-0.01629657,0.079906416,-0.203945698,0.838395933,0.932533556,0.030335532,Insignficant/Low
ENSRNOG00000010158,8.977881858,-0.111163805,0.545292384,-0.203860916,0.838462188,0.932538947,0.030333021,Insignficant/Low
ENSRNOG00000002516,852.3086117,-0.019702895,0.096716083,-0.203718914,0.838573161,0.93259407,0.03030735,Insignficant/Low
ENSRNOG00000003649,748.1766032,-0.074965348,0.368615889,-0.203369824,0.838845984,0.93269257,0.030261483,Insignficant/Low
ENSRNOG00000009252,710.9809907,-0.017742077,0.087198266,-0.20346823,0.838769075,0.93269257,0.030261483,Insignficant/Low
ENSRNOG00000021424,152.3389043,-0.101795944,0.500393867,-0.203431637,0.838797674,0.93269257,0.030261483,Insignficant/Low
ENSRNOG00000046652,113.1056002,0.036175856,0.178169768,0.203041496,0.839102598,0.932909588,0.030160444,Insignficant/Low
ENSRNOG00000019544,146.1711988,-0.034317775,0.169770202,-0.202142513,0.839805313,0.932933554,0.030149287,Insignficant/Low
ENSRNOG00000018547,340.5551908,0.023197486,0.114574014,0.202467253,0.839551457,0.932933554,0.030149287,Insignficant/Low
ENSRNOG00000012826,968.0953672,-0.041678381,0.205947885,-0.202373436,0.839624794,0.932933554,0.030149287,Insignficant/Low
ENSRNOG00000018747,2544.170313,0.02437698,0.120573191,0.202175786,0.839779302,0.932933554,0.030149287,Insignficant/Low
ENSRNOG00000009071,1766.778212,-0.016812356,0.082851966,-0.202920427,0.839197228,0.932933554,0.030149287,Insignficant/Low
ENSRNOG00000014851,71.90695808,-0.052776587,0.261000341,-0.202208881,0.83975343,0.932933554,0.030149287,Insignficant/Low
ENSRNOG00000002979,12.2421341,-0.099043033,0.48857392,-0.202718623,0.839354966,0.932933554,0.030149287,Insignficant/Low
ENSRNOG00000056537,11.88346356,-0.11369925,0.561709124,-0.202416598,0.839591054,0.932933554,0.030149287,Insignficant/Low
ENSRNOG00000007771,7.153162151,-0.120608351,0.596090414,-0.202332311,0.839656942,0.932933554,0.030149287,Insignficant/Low
ENSRNOG00000000421,1604.215019,-0.016989718,0.083803983,-0.202731625,0.839344804,0.932933554,0.030149287,Insignficant/Low
ENSRNOG00000023109,1202.034329,0.026775768,0.132506853,0.202070819,0.83986136,0.932933554,0.030149287,Insignficant/Low
ENSRNOG00000001378,17.23148056,0.099886735,0.493763599,0.202296676,0.839684799,0.932933554,0.030149287,Insignficant/Low
ENSRNOG00000061369,18.21371862,0.101919649,0.504788638,0.201905593,0.83999053,0.933008791,0.030114264,Insignficant/Low
ENSRNOG00000051776,8.34909572,0.132834277,0.659368581,0.201456788,0.840341415,0.933152033,0.030047593,Insignficant/Low
ENSRNOG00000008643,451.0092999,0.02381495,0.118210413,0.201462373,0.840337049,0.933152033,0.030047593,Insignficant/Low
ENSRNOG00000058898,6243.796103,0.014562364,0.072296252,0.201426259,0.840365284,0.933152033,0.030047593,Insignficant/Low
ENSRNOG00000015772,275.3073561,0.02264418,0.112371464,0.201511832,0.840298379,0.933152033,0.030047593,Insignficant/Low
ENSRNOG00000018118,954.0217069,0.016831507,0.083693105,0.201109845,0.840612684,0.933299123,0.029979142,Insignficant/Low
ENSRNOG00000004160,852.705809,-0.017523374,0.087175651,-0.20101225,0.840688995,0.933299123,0.029979142,Insignficant/Low
ENSRNOG00000055956,32.12106919,0.198474784,0.987417163,0.201003985,0.840695458,0.933299123,0.029979142,Insignficant/Low
ENSRNOG00000023130,272.1083691,-0.02271987,0.113066555,-0.200942443,0.84074358,0.933299123,0.029979142,Insignficant/Low
ENSRNOG00000061662,23.30593554,-0.068149832,0.339435323,-0.20077413,0.840875192,0.933376995,0.029942907,Insignficant/Low
ENSRNOG00000029029,1986.76765,-0.03659333,0.182455417,-0.200560391,0.841042332,0.933494289,0.029888335,Insignficant/Low
ENSRNOG00000027393,385.3353732,0.036945309,0.184479762,0.200267545,0.841271344,0.933680233,0.029801836,Insignficant/Low
ENSRNOG00000046202,159.3539985,0.035241685,0.176061315,0.200167112,0.841349887,0.933699166,0.029793029,Insignficant/Low
ENSRNOG00000018517,689.6723585,-0.027122535,0.135734957,-0.199819823,0.841621497,0.933932339,0.029684586,Insignficant/Low
ENSRNOG00000013591,735.7211448,-0.021097887,0.105653149,-0.199690087,0.841722967,0.933952085,0.029675404,Insignficant/Low
ENSRNOG00000019826,913.7932099,-0.022060169,0.11049985,-0.199639806,0.841762294,0.933952085,0.029675404,Insignficant/Low
ENSRNOG00000017172,464.0347807,-0.022303689,0.111926668,-0.19927055,0.842051115,0.934010515,0.029648235,Insignficant/Low
ENSRNOG00000051420,971.7445144,0.017985841,0.090213844,0.199368967,0.841974134,0.934010515,0.029648235,Insignficant/Low
ENSRNOG00000008595,256.1536987,0.034683666,0.17399964,0.199331825,0.842003186,0.934010515,0.029648235,Insignficant/Low
ENSRNOG00000047106,189.4522283,-0.032480972,0.163009673,-0.199257945,0.842060975,0.934010515,0.029648235,Insignficant/Low
ENSRNOG00000014836,2462.831439,0.014311943,0.071981826,0.198827166,0.842397945,0.934121585,0.029596592,Insignficant/Low
ENSRNOG00000008427,508.3914158,0.018453081,0.092760189,0.1989332,0.842314998,0.934121585,0.029596592,Insignficant/Low
ENSRNOG00000002389,11546.94891,-0.013362807,0.067212134,-0.198815388,0.842407158,0.934121585,0.029596592,Insignficant/Low
ENSRNOG00000022438,42.49467983,0.061320363,0.308277582,0.198912819,0.842330942,0.934121585,0.029596592,Insignficant/Low
ENSRNOG00000047430,11.48744944,0.092731303,0.46702635,0.198556897,0.842609373,0.934277595,0.029524066,Insignficant/Low
ENSRNOG00000053898,30.15614956,0.057567622,0.290147188,0.19840834,0.842725593,0.934338239,0.029495877,Insignficant/Low
ENSRNOG00000013269,844.266391,-0.030899884,0.155808417,-0.198319739,0.842794909,0.934346875,0.029491863,Insignficant/Low
ENSRNOG00000012367,13.37840317,0.090659016,0.457421984,0.198195581,0.842892045,0.934386349,0.029473515,Insignficant/Low
ENSRNOG00000016906,78.41398451,0.047188269,0.238246794,0.198064656,0.842994477,0.934431689,0.029452442,Insignficant/Low
ENSRNOG00000019657,322.2324177,-0.031476072,0.159160138,-0.19776354,0.843230074,0.934624619,0.029362784,Insignficant/Low
ENSRNOG00000024136,85.90497478,0.04040771,0.20440691,0.197682702,0.843293325,0.934626509,0.029361905,Insignficant/Low
ENSRNOG00000047309,225.4474393,-0.026212534,0.132679101,-0.197563401,0.843386672,0.934661753,0.029345529,Insignficant/Low
ENSRNOG00000046593,18.66462032,-0.071270896,0.361045323,-0.197401521,0.84351334,0.934733915,0.029311999,Insignficant/Low
ENSRNOG00000025570,5577.847209,0.024500295,0.124270129,0.197153534,0.843707391,0.934880733,0.029243791,Insignficant/Low
ENSRNOG00000057295,7.979046001,0.108239578,0.549863169,0.196848205,0.843946327,0.93507726,0.029152505,Insignficant/Low
ENSRNOG00000004110,517.4334089,0.032953879,0.167593318,0.196630029,0.84411707,0.93508249,0.029150075,Insignficant/Low
ENSRNOG00000002612,445.4113666,-0.021993111,0.111793406,-0.196729946,0.844038874,0.93508249,0.029150075,Insignficant/Low
ENSRNOG00000037456,8.44411982,-0.117434925,0.597310602,-0.196606129,0.844135774,0.93508249,0.029150075,Insignficant/Low
ENSRNOG00000014240,221.5338172,0.02444428,0.124807381,0.195856043,0.844722844,0.935402547,0.029001452,Insignficant/Low
ENSRNOG00000006783,85.97015102,0.073244554,0.373705919,0.195995167,0.844613949,0.935402547,0.029001452,Insignficant/Low
ENSRNOG00000022975,431.5739569,0.029538742,0.150686161,0.196028231,0.844588069,0.935402547,0.029001452,Insignficant/Low
ENSRNOG00000032828,3146.204686,0.014831461,0.075711983,0.195893179,0.844693776,0.935402547,0.029001452,Insignficant/Low
ENSRNOG00000056017,126.3168129,0.039833271,0.203393407,0.195843472,0.844732683,0.935402547,0.029001452,Insignficant/Low
ENSRNOG00000017137,208.4143071,0.026378657,0.13497357,0.195435719,0.845051856,0.935687749,0.028869057,Insignficant/Low
ENSRNOG00000058132,108.5705489,-0.040439109,0.207356957,-0.195021715,0.845375948,0.93574168,0.028844025,Insignficant/Low
ENSRNOG00000007281,31.84192715,-0.065629136,0.336644633,-0.194950788,0.845431474,0.93574168,0.028844025,Insignficant/Low
ENSRNOG00000048205,2137.497131,0.015566677,0.079869571,0.194901225,0.845470275,0.93574168,0.028844025,Insignficant/Low
ENSRNOG00000012379,550.8522288,-0.024465319,0.12536152,-0.195158122,0.845269162,0.93574168,0.028844025,Insignficant/Low
