,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,log10padj,category
ENSRNOG00000003392,3006.221606,-0.017358609,0.071808568,-0.241734509,0.808985888,0.920202199,0.036116733,Insignficant/Low
ENSRNOG00000005633,277.0631609,0.03527785,0.145963631,0.241689318,0.809020907,0.920202199,0.036116733,Insignficant/Low
ENSRNOG00000006285,937.5611878,-0.019067091,0.078847049,-0.241823779,0.808916713,0.920202199,0.036116733,Insignficant/Low
ENSRNOG00000013326,99.73187891,0.067400717,0.278946766,0.241625733,0.809070181,0.920202199,0.036116733,Insignficant/Low
ENSRNOG00000003844,3397.157462,0.021186111,0.087736508,0.241474293,0.809187539,0.920266754,0.036086267,Insignficant/Low
ENSRNOG00000008610,132.2165947,-0.044195144,0.183192436,-0.241249828,0.809361494,0.920340252,0.036051583,Insignficant/Low
ENSRNOG00000017597,96.46457876,-0.062727976,0.260029043,-0.241234498,0.809373375,0.920340252,0.036051583,Insignficant/Low
ENSRNOG00000061925,9.678120642,0.119571422,0.496438192,0.240858629,0.809664687,0.920391098,0.036027591,Insignficant/Low
ENSRNOG00000008752,570.0024768,0.02122351,0.088062436,0.241005254,0.809551044,0.920391098,0.036027591,Insignficant/Low
ENSRNOG00000056617,2372.762475,-0.018371861,0.076324388,-0.240707614,0.809781737,0.920391098,0.036027591,Insignficant/Low
ENSRNOG00000002289,382.0265619,0.03649194,0.15153309,0.240818294,0.80969595,0.920391098,0.036027591,Insignficant/Low
ENSRNOG00000033099,55.07622561,0.07826589,0.325049085,0.240781758,0.809724269,0.920391098,0.036027591,Insignficant/Low
ENSRNOG00000001331,575.8672009,0.030776303,0.127714393,0.240977566,0.809572504,0.920391098,0.036027591,Insignficant/Low
ENSRNOG00000049768,320.0237305,-0.037603967,0.156341791,-0.24052409,0.809923991,0.920445732,0.036001812,Insignficant/Low
ENSRNOG00000011826,285.8254793,0.043677448,0.181619161,0.240489208,0.809951028,0.920445732,0.036001812,Insignficant/Low
ENSRNOG00000037563,24.11677105,-0.077503152,0.322597463,-0.240247245,0.81013859,0.920521109,0.035966248,Insignficant/Low
ENSRNOG00000000563,7.554967616,-0.20816118,0.866185669,-0.240319354,0.810082692,0.920521109,0.035966248,Insignficant/Low
ENSRNOG00000014029,210.1283925,0.038163753,0.159161892,0.239779461,0.81050123,0.920731713,0.035866898,Insignficant/Low
ENSRNOG00000020427,265.4666788,0.038567968,0.160851652,0.239773527,0.81050583,0.920731713,0.035866898,Insignficant/Low
ENSRNOG00000019109,395.4349437,0.031330056,0.130656465,0.239789561,0.8104934,0.920731713,0.035866898,Insignficant/Low
ENSRNOG00000016338,917.841491,-0.020969675,0.087489056,-0.239683413,0.810575695,0.920742202,0.03586195,Insignficant/Low
ENSRNOG00000005825,13.67450344,0.151425872,0.632148872,0.239541473,0.810685741,0.92079833,0.035835477,Insignficant/Low
ENSRNOG00000020376,895.6136592,-0.02240389,0.093565672,-0.239445618,0.810760061,0.920813872,0.035828147,Insignficant/Low
ENSRNOG00000018716,31.91362452,0.06868301,0.287346873,0.239024734,0.811086404,0.921115624,0.035685851,Insignficant/Low
ENSRNOG00000012985,1845.675939,0.020437552,0.085540956,0.238921249,0.811166649,0.921137869,0.035675363,Insignficant/Low
ENSRNOG00000036934,684.2601626,0.023247706,0.097465501,0.238522408,0.811475938,0.921420188,0.035542277,Insignficant/Low
ENSRNOG00000017841,633.4276278,-0.029888323,0.125569541,-0.238022073,0.811863974,0.921791874,0.035367125,Insignficant/Low
ENSRNOG00000053888,58.35733425,-0.165197098,0.695607125,-0.237486207,0.812279618,0.921806085,0.035360429,Insignficant/Low
ENSRNOG00000031459,399.2494428,0.030196471,0.126982626,0.237800021,0.812036202,0.921806085,0.035360429,Insignficant/Low
ENSRNOG00000059012,9.346391244,0.128298242,0.539730262,0.237708075,0.81210752,0.921806085,0.035360429,Insignficant/Low
ENSRNOG00000012559,4178.13994,0.017317255,0.072927616,0.237458129,0.812301398,0.921806085,0.035360429,Insignficant/Low
ENSRNOG00000003067,8.129359879,0.155576944,0.654979054,0.237529648,0.812245922,0.921806085,0.035360429,Insignficant/Low
ENSRNOG00000042344,295.8059571,-0.034981752,0.147275145,-0.237526513,0.812248353,0.921806085,0.035360429,Insignficant/Low
ENSRNOG00000049380,42.0382227,0.129683722,0.545146658,0.237887768,0.811968143,0.921806085,0.035360429,Insignficant/Low
ENSRNOG00000011135,287.8470936,-0.032898164,0.1386207,-0.237325049,0.812404631,0.921854347,0.035337692,Insignficant/Low
ENSRNOG00000054176,1803.805074,-0.021972011,0.092678996,-0.237076488,0.812597452,0.921866496,0.035331969,Insignficant/Low
ENSRNOG00000012157,3974.543437,0.016739245,0.070588935,0.237136958,0.812550542,0.921866496,0.035331969,Insignficant/Low
ENSRNOG00000033318,128.0703306,-0.04100606,0.172884546,-0.23718754,0.812511302,0.921866496,0.035331969,Insignficant/Low
ENSRNOG00000059406,791.5748112,-0.026120208,0.110216458,-0.23699009,0.812664478,0.921873666,0.035328591,Insignficant/Low
ENSRNOG00000004709,487.2952213,0.0341503,0.144165151,0.236883187,0.812747414,0.921898881,0.035316712,Insignficant/Low
ENSRNOG00000061147,52.49327785,-0.053588649,0.226565785,-0.236525779,0.813024706,0.922008404,0.035265121,Insignficant/Low
ENSRNOG00000048573,658.392614,0.029156181,0.123226094,0.236607198,0.812961535,0.922008404,0.035265121,Insignficant/Low
ENSRNOG00000000866,792.5090015,-0.026883675,0.113661526,-0.236523967,0.813026112,0.922008404,0.035265121,Insignficant/Low
ENSRNOG00000034237,124.7052211,-0.048025708,0.203250687,-0.236288049,0.81320916,0.922147126,0.035199783,Insignficant/Low
ENSRNOG00000027032,322.3547666,-0.028789402,0.121941792,-0.236091348,0.813361787,0.922188632,0.035180236,Insignficant/Low
ENSRNOG00000001389,56.93858656,0.079162326,0.335313734,0.236084352,0.813367216,0.922188632,0.035180236,Insignficant/Low
ENSRNOG00000011399,8.89266361,0.134757795,0.573120662,0.235129885,0.814107924,0.922684001,0.03494701,Insignficant/Low
ENSRNOG00000050015,8.216787184,0.15337309,0.651519304,0.235408359,0.813891799,0.922684001,0.03494701,Insignficant/Low
ENSRNOG00000006943,70.52565363,0.049943889,0.212405674,0.235134439,0.814104389,0.922684001,0.03494701,Insignficant/Low
ENSRNOG00000030174,39.91984996,0.067845364,0.288312987,0.235318446,0.813961579,0.922684001,0.03494701,Insignficant/Low
ENSRNOG00000004131,1580.559316,0.024497054,0.104142836,0.235225536,0.814033687,0.922684001,0.03494701,Insignficant/Low
ENSRNOG00000038190,32.0495777,0.084744787,0.360649611,0.234978174,0.814225674,0.922748588,0.034916611,Insignficant/Low
ENSRNOG00000005258,3882.936283,-0.02477055,0.105457286,-0.234887044,0.814296406,0.922759885,0.034911294,Insignficant/Low
ENSRNOG00000043094,2019.464862,-0.027601528,0.117626664,-0.234653669,0.814477551,0.922827433,0.034879504,Insignficant/Low
ENSRNOG00000001237,1828.495227,-0.017305888,0.073728119,-0.234725746,0.814421604,0.922827433,0.034879504,Insignficant/Low
ENSRNOG00000026649,1410.566157,-0.041685821,0.177760545,-0.234505475,0.814592583,0.922888911,0.034850572,Insignficant/Low
ENSRNOG00000013653,526.5845149,0.033575677,0.14330372,0.234297315,0.81475417,0.92300312,0.034796831,Insignficant/Low
ENSRNOG00000054963,169.4410811,-0.049317361,0.21063462,-0.234137015,0.814878611,0.923075233,0.034762901,Insignficant/Low
ENSRNOG00000058111,10.78637395,-0.131313428,0.561593829,-0.233822775,0.815122568,0.923166528,0.03471995,Insignficant/Low
ENSRNOG00000023352,21.5015516,-0.108210642,0.463388952,-0.233520116,0.815357551,0.923166528,0.03471995,Insignficant/Low
ENSRNOG00000045760,1242.723483,0.020834102,0.08907783,0.233886496,0.815073097,0.923166528,0.03471995,Insignficant/Low
ENSRNOG00000003956,59.30857769,0.07602279,0.325409175,0.233622147,0.815278333,0.923166528,0.03471995,Insignficant/Low
ENSRNOG00000048948,190.827782,0.04602898,0.196969306,0.233686053,0.815228716,0.923166528,0.03471995,Insignficant/Low
ENSRNOG00000052602,7.397330826,-0.161027154,0.689579634,-0.233514951,0.815361561,0.923166528,0.03471995,Insignficant/Low
ENSRNOG00000018295,1156.345212,-0.022867738,0.09794089,-0.233485099,0.815384739,0.923166528,0.03471995,Insignficant/Low
ENSRNOG00000061070,16.86712693,-0.097989297,0.419932653,-0.233345267,0.81549331,0.923220621,0.034694504,Insignficant/Low
ENSRNOG00000024140,393.0617892,-0.024764859,0.10627725,-0.233021267,0.815744891,0.923298943,0.034657662,Insignficant/Low
ENSRNOG00000011154,6.206174832,-0.163569415,0.70163651,-0.233125576,0.815663895,0.923298943,0.034657662,Insignficant/Low
ENSRNOG00000012929,1004.143582,0.019007335,0.081542112,0.233098391,0.815685004,0.923298943,0.034657662,Insignficant/Low
ENSRNOG00000039862,526.0714641,0.02923335,0.125646002,0.232664384,0.816022028,0.923455172,0.034584182,Insignficant/Low
ENSRNOG00000023348,151.5651299,-0.046376561,0.199421838,-0.232555078,0.816106913,0.923455172,0.034584182,Insignficant/Low
ENSRNOG00000060927,22.03060897,-0.116540558,0.501353231,-0.232451994,0.816186969,0.923455172,0.034584182,Insignficant/Low
ENSRNOG00000003721,166.4577775,0.033140087,0.142538926,0.232498503,0.81615085,0.923455172,0.034584182,Insignficant/Low
ENSRNOG00000004219,670.5627486,0.024545453,0.105468433,0.232727962,0.815972655,0.923455172,0.034584182,Insignficant/Low
ENSRNOG00000060905,52.17443674,-0.074111269,0.31901022,-0.232316284,0.816292366,0.923505615,0.03456046,Insignficant/Low
ENSRNOG00000008683,25.759053,0.081613087,0.351923181,0.231905972,0.816611046,0.923659715,0.034487997,Insignficant/Low
ENSRNOG00000017759,34.7678505,0.068799544,0.296594114,0.231965304,0.816564962,0.923659715,0.034487997,Insignficant/Low
ENSRNOG00000023661,726.9832907,-0.036999684,0.159454671,-0.232038886,0.816507811,0.923659715,0.034487997,Insignficant/Low
ENSRNOG00000015250,414.2423276,0.022773238,0.098264977,0.231753352,0.816729591,0.923724999,0.034457303,Insignficant/Low
ENSRNOG00000018003,12.86154027,-0.103774168,0.448207858,-0.231531344,0.816902038,0.923759359,0.034441148,Insignficant/Low
ENSRNOG00000061058,7505.93037,0.015142603,0.06539776,0.231546202,0.816890497,0.923759359,0.034441148,Insignficant/Low
ENSRNOG00000018964,697.640424,0.031106868,0.134382932,0.231479307,0.81694246,0.923759359,0.034441148,Insignficant/Low
ENSRNOG00000024093,43.34135079,0.074934208,0.324099024,0.231207757,0.817153404,0.923929089,0.034361359,Insignficant/Low
ENSRNOG00000006766,758.8055347,-0.02469194,0.106834016,-0.231124329,0.817218215,0.923933577,0.03435925,Insignficant/Low
ENSRNOG00000011728,1841.044486,0.016941345,0.073331116,0.231025329,0.817295125,0.923951743,0.034350711,Insignficant/Low
ENSRNOG00000005924,10751.3089,-0.015714537,0.068078503,-0.230829652,0.817447144,0.924049035,0.034304982,Insignficant/Low
ENSRNOG00000001821,238.3061762,-0.0364593,0.158089638,-0.230624224,0.817606747,0.924049035,0.034304982,Insignficant/Low
ENSRNOG00000016250,878.6779831,0.025086488,0.108787294,0.23060127,0.817624581,0.924049035,0.034304982,Insignficant/Low
ENSRNOG00000000473,742.5042092,-0.023447294,0.101658184,-0.230648365,0.81758799,0.924049035,0.034304982,Insignficant/Low
ENSRNOG00000006068,618.0706627,-0.030130432,0.130710485,-0.23051274,0.817693365,0.924058002,0.034300768,Insignficant/Low
ENSRNOG00000051346,18.90689124,-0.097840945,0.425145757,-0.230135062,0.81798682,0.924309712,0.034182484,Insignficant/Low
ENSRNOG00000046309,58.46772767,0.062329728,0.270948193,0.230042973,0.818058377,0.924309712,0.034182484,Insignficant/Low
ENSRNOG00000002860,373.5742361,-0.033998661,0.147825995,-0.229991083,0.818098698,0.924309712,0.034182484,Insignficant/Low
ENSRNOG00000054553,6.325568051,-0.143239165,0.623457171,-0.229749808,0.818286189,0.924383996,0.034147582,Insignficant/Low
ENSRNOG00000001469,64.48763735,-0.089346286,0.388794081,-0.229803617,0.818244374,0.924383996,0.034147582,Insignficant/Low
ENSRNOG00000019264,1282.792336,-0.020297054,0.088437904,-0.22950628,0.81847544,0.924529012,0.034079456,Insignficant/Low
ENSRNOG00000019915,977.4092361,0.032267779,0.140988476,0.228868202,0.818971356,0.924932786,0.033889826,Insignficant/Low
ENSRNOG00000019706,12.94916845,0.113217533,0.494683551,0.228868602,0.818971045,0.924932786,0.033889826,Insignficant/Low
ENSRNOG00000042114,278.0448497,0.027373745,0.119634609,0.228811256,0.819015618,0.924932786,0.033889826,Insignficant/Low
ENSRNOG00000030216,85.85930647,-0.061926942,0.27075727,-0.228717558,0.819088447,0.924946249,0.033883505,Insignficant/Low
ENSRNOG00000011543,325.8554248,-0.023749059,0.103882566,-0.228614482,0.819168567,0.924967943,0.033873319,Insignficant/Low
ENSRNOG00000020668,1922.779144,-0.017959159,0.078617882,-0.228436052,0.819307265,0.924986999,0.033864371,Insignficant/Low
ENSRNOG00000003326,2087.026518,0.021830381,0.09554398,0.228485156,0.819269095,0.924986999,0.033864371,Insignficant/Low
ENSRNOG00000050758,31.24240698,0.076066771,0.33334418,0.228192888,0.81949629,0.925044044,0.033837589,Insignficant/Low
ENSRNOG00000028837,223.3772743,0.033102292,0.145036725,0.228233864,0.819464437,0.925044044,0.033837589,Insignficant/Low
ENSRNOG00000033433,66.78532484,-0.048550966,0.212815918,-0.228135973,0.819540535,0.925044044,0.033837589,Insignficant/Low
ENSRNOG00000011422,619.8590883,-0.034114438,0.149641414,-0.227974579,0.819666003,0.925116903,0.033803384,Insignficant/Low
ENSRNOG00000048187,51.70695111,-0.071959626,0.315889272,-0.227800157,0.819801605,0.925201187,0.033763819,Insignficant/Low
ENSRNOG00000009576,111.3485811,-0.044289261,0.194632905,-0.227552792,0.819993923,0.925211956,0.033758764,Insignficant/Low
ENSRNOG00000007907,59.41389846,-0.072807143,0.319829022,-0.227643955,0.819923046,0.925211956,0.033758764,Insignficant/Low
ENSRNOG00000017108,154.3678083,0.035520249,0.15604806,0.227623776,0.819938735,0.925211956,0.033758764,Insignficant/Low
ENSRNOG00000051938,23.5273832,-0.081950789,0.360993606,-0.227014517,0.820412454,0.925339262,0.03369901,Insignficant/Low
ENSRNOG00000019858,66.97212278,-0.059331955,0.261416958,-0.226962917,0.820452578,0.925339262,0.03369901,Insignficant/Low
ENSRNOG00000004503,10.76105474,-0.126553194,0.557464016,-0.227015898,0.82041138,0.925339262,0.03369901,Insignficant/Low
ENSRNOG00000014328,190.4349958,0.034388157,0.151531411,0.226937485,0.820472354,0.925339262,0.03369901,Insignficant/Low
ENSRNOG00000016029,610.0512188,-0.030270984,0.133195508,-0.227267303,0.820215897,0.925339262,0.03369901,Insignficant/Low
ENSRNOG00000013928,17.17925229,0.147302346,0.648772206,0.227047867,0.820386521,0.925339262,0.03369901,Insignficant/Low
ENSRNOG00000060376,26.52851227,0.083130968,0.366663455,0.226722806,0.820639292,0.925458807,0.033642908,Insignficant/Low
ENSRNOG00000013254,906.2309547,-0.019606444,0.086508879,-0.226640833,0.820703038,0.925461969,0.033641423,Insignficant/Low
ENSRNOG00000020793,878.0899633,-0.022126363,0.09778606,-0.226273179,0.820988957,0.925510708,0.033618552,Insignficant/Low
ENSRNOG00000019936,350.099033,-0.027885672,0.123149051,-0.226438387,0.820860475,0.925510708,0.033618552,Insignficant/Low
ENSRNOG00000047790,243.3207567,-0.026937777,0.118968721,-0.226427387,0.82086903,0.925510708,0.033618552,Insignficant/Low
ENSRNOG00000001874,613.2306159,0.024497946,0.108305297,0.226193424,0.821050985,0.925510708,0.033618552,Insignficant/Low
ENSRNOG00000056435,127.1671241,-0.036812031,0.162732737,-0.226211585,0.82103686,0.925510708,0.033618552,Insignficant/Low
ENSRNOG00000055675,10.88378782,-0.121659055,0.538357917,-0.225981733,0.821215628,0.925558893,0.033595942,Insignficant/Low
ENSRNOG00000015962,170.0089978,0.039716786,0.175731924,0.226007801,0.821195353,0.925558893,0.033595942,Insignficant/Low
ENSRNOG00000001489,338.380791,-0.028000802,0.124004818,-0.225804145,0.821353753,0.925566628,0.033592312,Insignficant/Low
ENSRNOG00000012923,732.4665889,0.02248743,0.099617467,0.225737825,0.821405337,0.925566628,0.033592312,Insignficant/Low
ENSRNOG00000046647,4754.628504,-0.024005453,0.106298573,-0.22583044,0.821333301,0.925566628,0.033592312,Insignficant/Low
ENSRNOG00000016910,536.1729307,-0.033019495,0.146482407,-0.225416117,0.821655575,0.925653656,0.033551479,Insignficant/Low
ENSRNOG00000007574,60.10037464,-0.055245721,0.245097059,-0.225403442,0.821665434,0.925653656,0.033551479,Insignficant/Low
ENSRNOG00000038720,7.150610036,-0.151933821,0.674002158,-0.225420378,0.82165226,0.925653656,0.033551479,Insignficant/Low
ENSRNOG00000006112,124.6790165,0.040642109,0.180853472,0.224723964,0.82219402,0.925768399,0.033497648,Insignficant/Low
ENSRNOG00000027463,61.86129529,-0.063002738,0.28021816,-0.224834601,0.822107948,0.925768399,0.033497648,Insignficant/Low
ENSRNOG00000027929,29.51156918,0.064699859,0.287877696,0.22474773,0.822175531,0.925768399,0.033497648,Insignficant/Low
ENSRNOG00000003407,16.76599087,0.112833927,0.501683952,0.224910378,0.822048996,0.925768399,0.033497648,Insignficant/Low
ENSRNOG00000003005,22.32377799,-0.080947954,0.359921147,-0.22490469,0.822053421,0.925768399,0.033497648,Insignficant/Low
ENSRNOG00000020391,375.3761557,0.022814355,0.10133937,0.225128248,0.821879506,0.925768399,0.033497648,Insignficant/Low
ENSRNOG00000000823,1575.158583,-0.026725165,0.118721321,-0.225108382,0.821894961,0.925768399,0.033497648,Insignficant/Low
ENSRNOG00000017854,7456.350884,-0.034575053,0.154188808,-0.224238408,0.822571799,0.926075694,0.033353514,Insignficant/Low
ENSRNOG00000001662,1003.156231,0.020439712,0.091160635,0.22421643,0.8225889,0.926075694,0.033353514,Insignficant/Low
ENSRNOG00000013059,331.1046907,0.025378167,0.113359075,0.22387415,0.822855231,0.926187861,0.033300915,Insignficant/Low
ENSRNOG00000017857,3578.129116,-0.016840729,0.075194007,-0.223963707,0.822785544,0.926187861,0.033300915,Insignficant/Low
ENSRNOG00000018709,643.4931452,-0.033539186,0.149826674,-0.22385324,0.822871502,0.926187861,0.033300915,Insignficant/Low
ENSRNOG00000004268,1606.575063,-0.015509363,0.069349623,-0.223640198,0.823037282,0.926305801,0.033245616,Insignficant/Low
ENSRNOG00000016459,2498.490937,-0.015250185,0.068341958,-0.223145277,0.823422441,0.926390091,0.033206099,Insignficant/Low
ENSRNOG00000018567,1227.502615,-0.025791695,0.11548203,-0.223339469,0.823271311,0.926390091,0.033206099,Insignficant/Low
ENSRNOG00000003019,1809.225856,-0.015841977,0.071016804,-0.223073641,0.823478193,0.926390091,0.033206099,Insignficant/Low
ENSRNOG00000004291,11952.83403,0.020613122,0.092256759,0.223432109,0.823199216,0.926390091,0.033206099,Insignficant/Low
ENSRNOG00000000481,1116.609535,-0.020377019,0.091327846,-0.223119454,0.823442538,0.926390091,0.033206099,Insignficant/Low
ENSRNOG00000050735,852.1749438,-0.032052609,0.143683802,-0.223077398,0.823475269,0.926390091,0.033206099,Insignficant/Low
ENSRNOG00000015983,194.7641176,-0.027895159,0.125194251,-0.222815016,0.823679481,0.926547896,0.033132126,Insignficant/Low
ENSRNOG00000018083,17.619105,-0.096710647,0.434477001,-0.222590946,0.823853884,0.926675437,0.033072348,Insignficant/Low
ENSRNOG00000058646,53.98429466,-0.073701393,0.331348348,-0.222428733,0.823980146,0.926748815,0.033037961,Insignficant/Low
ENSRNOG00000020124,15.18359667,0.093883056,0.422263043,0.222333111,0.824054579,0.926757083,0.033034086,Insignficant/Low
ENSRNOG00000007219,12991.46892,-0.158701153,0.714025809,-0.222262488,0.824109552,0.926757083,0.033034086,Insignficant/Low
ENSRNOG00000008177,2573.156741,-0.025350877,0.114149126,-0.222085598,0.824247249,0.926843297,0.032993687,Insignficant/Low
ENSRNOG00000022312,169.6338866,-0.029906093,0.134771933,-0.221901495,0.824390567,0.926935817,0.032950336,Insignficant/Low
ENSRNOG00000028783,274.1706671,0.028873602,0.130223047,0.221724204,0.824528587,0.927022368,0.032909787,Insignficant/Low
ENSRNOG00000020431,129.1878014,0.037463859,0.169067938,0.22159056,0.824632631,0.927070709,0.03288714,Insignficant/Low
ENSRNOG00000021105,141.0454049,-0.052225866,0.236022675,-0.221274782,0.824878484,0.927101723,0.032872612,Insignficant/Low
ENSRNOG00000053371,76.58604336,0.044951392,0.203234178,0.221180279,0.824952064,0.927101723,0.032872612,Insignficant/Low
ENSRNOG00000016325,23.04386009,0.099114547,0.447577467,0.221446686,0.824744644,0.927101723,0.032872612,Insignficant/Low
ENSRNOG00000008512,671.9399976,0.019090549,0.086318883,0.221163065,0.824965467,0.927101723,0.032872612,Insignficant/Low
ENSRNOG00000008984,181.4078835,0.041523429,0.187597336,0.221343382,0.824825074,0.927101723,0.032872612,Insignficant/Low
ENSRNOG00000003170,18.58051787,-0.087332329,0.395286098,-0.220934481,0.825143449,0.927233123,0.032811063,Insignficant/Low
ENSRNOG00000013393,1434.656087,0.018618252,0.084390404,0.220620485,0.825387949,0.927297364,0.032780975,Insignficant/Low
ENSRNOG00000017078,473.977312,0.021989879,0.099616087,0.220746262,0.825290008,0.927297364,0.032780975,Insignficant/Low
ENSRNOG00000033496,102.4686923,0.07352345,0.333486601,0.220468977,0.825505931,0.927297364,0.032780975,Insignficant/Low
ENSRNOG00000018464,23.53953805,-0.071383681,0.323613233,-0.220583319,0.825416891,0.927297364,0.032780975,Insignficant/Low
ENSRNOG00000013180,853.2040252,-0.022743257,0.103141367,-0.220505678,0.825477351,0.927297364,0.032780975,Insignficant/Low
ENSRNOG00000008939,25.14179665,-0.07526555,0.341660585,-0.220293335,0.825642711,0.927382411,0.032741145,Insignficant/Low
ENSRNOG00000038622,505.7252258,0.028196884,0.128088928,0.220135218,0.825765847,0.927452123,0.0327085,Insignficant/Low
ENSRNOG00000020881,494.2025559,-0.027527385,0.125304273,-0.219684327,0.826117011,0.927496409,0.032687763,Insignficant/Low
ENSRNOG00000032840,2708.346192,-0.021431748,0.097623609,-0.219534481,0.826233723,0.927496409,0.032687763,Insignficant/Low
ENSRNOG00000024707,6.891250043,0.125976388,0.573234617,0.219764097,0.826054883,0.927496409,0.032687763,Insignficant/Low
ENSRNOG00000018081,254.471374,-0.030512404,0.13903576,-0.219457243,0.826293883,0.927496409,0.032687763,Insignficant/Low
ENSRNOG00000039976,53.54635876,-0.105958807,0.482719451,-0.219503911,0.826257534,0.927496409,0.032687763,Insignficant/Low
ENSRNOG00000002347,421.3628017,0.043392874,0.197440621,0.219776832,0.826044964,0.927496409,0.032687763,Insignficant/Low
ENSRNOG00000019778,76.84672769,0.058005566,0.263684366,0.21998106,0.825885906,0.927496409,0.032687763,Insignficant/Low
ENSRNOG00000053223,52.07923563,0.061910139,0.281693183,0.219778622,0.82604357,0.927496409,0.032687763,Insignficant/Low
ENSRNOG00000046621,1263.29365,-0.029831417,0.13601971,-0.219316868,0.826403223,0.92755058,0.032662399,Insignficant/Low
ENSRNOG00000024309,881.0187665,0.017651799,0.080556041,0.219124466,0.826553093,0.927563784,0.032656216,Insignficant/Low
ENSRNOG00000016949,187.365634,0.036593505,0.167042887,0.219066523,0.826598228,0.927563784,0.032656216,Insignficant/Low
ENSRNOG00000003029,29234.03439,-0.033728087,0.153890546,-0.219169327,0.826518148,0.927563784,0.032656216,Insignficant/Low
ENSRNOG00000014319,996.990055,-0.022075011,0.100903329,-0.218773862,0.826826209,0.927751057,0.032568542,Insignficant/Low
ENSRNOG00000011201,212.1544263,-0.036358335,0.166511888,-0.218352788,0.827154248,0.928050566,0.03242836,Insignficant/Low
ENSRNOG00000011216,2113.435458,0.024906106,0.114162042,0.218164508,0.827300937,0.928058748,0.032424531,Insignficant/Low
ENSRNOG00000015691,109.6716093,-0.048795022,0.223769163,-0.218059637,0.827382646,0.928058748,0.032424531,Insignficant/Low
ENSRNOG00000014720,727.9527409,0.021277891,0.097517587,0.218195419,0.827276854,0.928058748,0.032424531,Insignficant/Low
ENSRNOG00000000936,404.5061015,-0.029921833,0.137237432,-0.218029673,0.827405992,0.928058748,0.032424531,Insignficant/Low
ENSRNOG00000014459,678.6886244,0.022125764,0.101519974,0.217944929,0.82747202,0.928064261,0.032421951,Insignficant/Low
ENSRNOG00000046172,613.176437,0.022542512,0.10365331,0.217479908,0.827834364,0.928285265,0.032318543,Insignficant/Low
ENSRNOG00000051941,50.38514179,0.060904501,0.279887667,0.217603373,0.827738156,0.928285265,0.032318543,Insignficant/Low
ENSRNOG00000000155,635.5403292,-0.020701393,0.095197775,-0.217456694,0.827852453,0.928285265,0.032318543,Insignficant/Low
ENSRNOG00000052173,19.37620216,0.096311091,0.443078056,0.217368225,0.827921392,0.928294024,0.032314445,Insignficant/Low
ENSRNOG00000024885,12.24061911,0.103980331,0.479191304,0.216991274,0.828215145,0.928320736,0.032301948,Insignficant/Low
ENSRNOG00000010153,1963.131996,-0.01454708,0.067034087,-0.217010185,0.828200408,0.928320736,0.032301948,Insignficant/Low
ENSRNOG00000030862,2093.635836,0.017619064,0.081124568,0.217185311,0.828063932,0.928320736,0.032301948,Insignficant/Low
ENSRNOG00000019423,1643.956944,-0.023174603,0.106822266,-0.216945438,0.828250866,0.928320736,0.032301948,Insignficant/Low
ENSRNOG00000015033,2320.750344,0.01333844,0.061437004,0.217107593,0.828124497,0.928320736,0.032301948,Insignficant/Low
ENSRNOG00000048751,8.68470395,-0.215445018,0.995275295,-0.216467764,0.82862315,0.928625336,0.032159472,Insignficant/Low
ENSRNOG00000027282,701.0592135,-0.025579767,0.118184199,-0.216439819,0.828644931,0.928625336,0.032159472,Insignficant/Low
ENSRNOG00000003835,7890.753547,-0.026306935,0.121612047,-0.216318496,0.828739493,0.928662776,0.032141962,Insignficant/Low
ENSRNOG00000059714,15007.82932,-0.136153348,0.629867608,-0.216161851,0.828861589,0.928665009,0.032140918,Insignficant/Low
ENSRNOG00000017035,1305.725519,0.016677035,0.077151696,0.216159026,0.828863791,0.928665009,0.032140918,Insignficant/Low
ENSRNOG00000020374,1258.934062,-0.019930413,0.092262296,-0.216019047,0.8289729,0.928718736,0.032115793,Insignficant/Low
ENSRNOG00000002340,7.395386696,0.123828819,0.573861314,0.215781785,0.829157847,0.928857411,0.032050949,Insignficant/Low
ENSRNOG00000019105,994.4151061,-0.024343508,0.112868677,-0.215679928,0.829237248,0.928877838,0.032041399,Insignficant/Low
ENSRNOG00000054907,52.88336449,-0.057338112,0.266005971,-0.215551973,0.829336996,0.928919383,0.032021975,Insignficant/Low
ENSRNOG00000006899,7.875971179,0.165356735,0.767404172,0.215475418,0.829396675,0.928919383,0.032021975,Insignficant/Low
ENSRNOG00000032215,230.650493,0.029052825,0.134889437,0.215382509,0.829469106,0.928931994,0.032016079,Insignficant/Low
ENSRNOG00000039980,6875.813362,-0.016465988,0.076616127,-0.214915431,0.829833253,0.92901039,0.031979429,Insignficant/Low
ENSRNOG00000051190,405.9975586,0.026694255,0.124127304,0.215055461,0.829724078,0.92901039,0.031979429,Insignficant/Low
ENSRNOG00000008711,1367.753235,0.01893637,0.088080029,0.214990509,0.829774719,0.92901039,0.031979429,Insignficant/Low
ENSRNOG00000036666,576.592178,-0.019046093,0.088627542,-0.214900385,0.829844985,0.92901039,0.031979429,Insignficant/Low
ENSRNOG00000021330,432.1967048,-0.02464567,0.114564795,-0.21512429,0.829670416,0.92901039,0.031979429,Insignficant/Low
ENSRNOG00000023946,155.7995213,0.032563713,0.151872876,0.214414279,0.830224008,0.929160718,0.031909159,Insignficant/Low
